"Timestamp","VG150 Pack. PBL01","VG221 Pack. PPL02"
"2024-08-16 04:15:00",53.4040219154,80.6106265075
"2024-08-16 04:30:00",13.5219497092,78.2633961876
"2024-08-16 04:45:00",54.5077016453,81.7434248467
"2024-08-16 05:00:00",14.4394811527,82.5944526439
"2024-08-16 05:15:00",57.1922882457,83.6077228906
"2024-08-16 05:30:00",14.1932722271,86.1407382113
"2024-08-16 05:45:00",50.7110781066,83.9189388553
"2024-08-16 06:00:00",17.1114774775,78.7272926245
"2024-08-16 06:15:00",44.8492017102,77.0503535909
"2024-08-16 06:30:00",20.2691196269,77.6355849597
"2024-08-16 06:45:00",41.4102231296,75.4959517608
"2024-08-16 07:00:00",25.1477030682,78.9722129354
"2024-08-16 07:15:00",41.0676033004,84.9146281904
"2024-08-16 07:30:00",21.3405305159,89.6762050173
"2024-08-16 07:45:00",54.7933771391,93.4901450295
"2024-08-16 08:00:00",10.3391442048,97.6873508929
"2024-08-16 08:15:00",57.4396379856,100.3994487484
"2024-08-16 08:30:00",18.1047085826,97.0087288153
"2024-08-16 08:45:00",52.4042322927,94.304763326
"2024-08-16 09:00:00",30.9769221977,103.5577970587
"2024-08-16 09:15:00",37.7053423093,108.6191677033
"2024-08-16 09:30:00",56.4195517233,110.6699418299
"2024-08-16 09:45:00",14.4936502135,103.4602359919
"2024-08-16 10:00:00",58.6407557139,98.2471641702
"2024-08-16 10:15:00",31.0695334302,97.6288756639
"2024-08-16 10:30:00",39.9398822402,98.7734354483
"2024-08-16 10:45:00",49.8824427393,104.7018521761
"2024-08-16 11:00:00",20.7374165941,107.1298860185
"2024-08-16 11:15:00",53.1757869236,94.9309832895
"2024-08-16 11:30:00",6.2973853159,74.6768774475
"2024-08-16 11:45:00",50.6484828561,61.5370949434
"2024-08-16 12:00:00",2.984440993,69.05227936
"2024-08-16 12:15:00",50.0859153813,74.8908626993
"2024-08-16 12:30:00",7.1944491651,75.9716290777
"2024-08-16 12:45:00",45.3716107358,76.2932682717
"2024-08-16 13:00:00",12.0074138186,73.212929473
"2024-08-16 13:15:00",38.7729523022,68.051692703
"2024-08-16 13:30:00",15.3021960232,71.0740649551
"2024-08-16 13:45:00",40.4681441383,78.2692771424
"2024-08-16 14:00:00",21.7555129602,86.2878327429
"2024-08-16 14:15:00",39.0802495857,84.6873941355
"2024-08-16 14:30:00",18.8505817784,80.8415577674
"2024-08-16 14:45:00",36.3398575152,72.7426057321
"2024-08-16 15:00:00",16.9527708247,60.5246078934
"2024-08-16 15:15:00",23.2599492616,59.2682759139
"2024-08-16 15:30:00",25.917669247,65.8757399425
"2024-08-16 15:45:00",20.9750659883,72.19712195
"2024-08-16 16:00:00",34.8765309887,74.2330713138
"2024-08-16 16:15:00",21.7608632751,80.8387444709
"2024-08-16 16:30:00",40.7199315068,83.3341125432
"2024-08-16 16:45:00",19.1646989169,86.994655191
"2024-08-16 17:00:00",52.2337846952,88.5643430848
"2024-08-16 17:15:00",8.0792536554,87.29796633
"2024-08-16 17:30:00",52.1383626836,79.661074336
"2024-08-16 17:45:00",4.8329296598,77.6837600662
"2024-08-16 18:00:00",53.0809472187,77.2934442508
"2024-08-16 18:15:00",6.5069545672,87.6729488825
"2024-08-16 18:30:00",52.3295398844,81.8205320129
"2024-08-16 18:45:00",8.044036537,86.4682507789
"2024-08-16 19:00:00",54.2268195878,86.1543595488
"2024-08-16 19:15:00",10.8470241004,82.4811012984
"2024-08-16 19:30:00",51.6839903646,84.6619633651
"2024-08-16 19:45:00",14.634557524,83.4994861213
"2024-08-16 20:00:00",47.2209470818,79.9413842437
"2024-08-16 20:15:00",19.3329024005,88.2492904811
"2024-08-16 20:30:00",49.5427284238,93.1364865108
"2024-08-16 20:45:00",30.6718985191,99.0945928608
"2024-08-16 21:00:00",41.7374415985,102.6448789104
"2024-08-16 21:15:00",55.5697130874,107.8909414985
"2024-08-16 21:30:00",19.8609283617,110.0809404254
"2024-08-16 21:45:00",58.1536016916,112.0382558259
"2024-08-16 22:00:00",47.0016424819,112.2660431166
"2024-08-16 22:15:00",33.0150302808,116.250350963
"2024-08-16 22:30:00",58.9767576614,121.1851417979
"2024-08-16 22:45:00",51.0990298461,123.0673668183
"2024-08-16 23:00:00",42.2961438713,124.1300343209
"2024-08-16 23:15:00",59.435665572,124.8859500694
"2024-08-16 23:30:00",57.514996035,126.1071086528
"2024-08-16 23:45:00",46.8057587123,125.8576635844
"2024-08-17 00:00:00",58.7571716432,124.9427441245
"2024-08-17 00:15:00",58.4659241054,124.2538373018
"2024-08-17 00:30:00",56.8934099774,124.3274936041
"2024-08-17 00:45:00",58.2603292628,124.4138769561
"2024-08-17 01:00:00",58.6668235448,124.761000917
"2024-08-17 01:15:00",54.0344900865,125.0627173054
"2024-08-17 01:30:00",51.5175802466,125.2865461735
"2024-08-17 01:45:00",58.8500417223,125.6300396709
"2024-08-17 02:00:00",40.345130078,125.3890425973
"2024-08-17 02:15:00",52.3274053711,124.9808463258
"2024-08-17 02:30:00",58.8586580923,125.286241446
"2024-08-17 02:45:00",42.9941553426,125.4228490918
"2024-08-17 03:00:00",51.6714891172,125.1611631406
"2024-08-17 03:15:00",59.068431107,124.3199203851
"2024-08-17 03:30:00",53.0631006333,124.0385125906
"2024-08-17 03:45:00",49.1452633506,125.4598039718
"2024-08-17 04:00:00",59.7198828856,126.3262729748
"2024-08-17 04:15:00",56.7449557603,125.6768777522
"2024-08-17 04:30:00",48.7918775511,126.5592478203
"2024-08-17 04:45:00",59.5344739904,126.5288508884
"2024-08-17 05:00:00",59.5216458763,126.4073344272
"2024-08-17 05:15:00",59.5358726456,126.4833762554
"2024-08-17 05:30:00",59.4241665986,126.1910658097
"2024-08-17 05:45:00",59.3421560091,126.0403934285
"2024-08-17 06:00:00",59.4696474343,126.2518996658
"2024-08-17 06:15:00",59.2084816166,125.7365359815
"2024-08-17 06:30:00",59.0542922011,125.3901158816
"2024-08-17 06:45:00",57.4436704898,125.3089535374
"2024-08-17 07:00:00",56.6170392294,124.9035939647
"2024-08-17 07:15:00",49.9966497149,125.1706083546
"2024-08-17 07:30:00",58.5249318468,124.5765192397
"2024-08-17 07:45:00",58.042695286,123.8326119151
"2024-08-17 08:00:00",57.130460491,123.1758746808
"2024-08-17 08:15:00",57.6882331419,122.7371641249
"2024-08-17 08:30:00",57.7982476235,122.9765851348
"2024-08-17 08:45:00",57.816230653,122.977889111
"2024-08-17 09:00:00",57.6847237076,122.8422401208
"2024-08-17 09:15:00",54.5281481725,123.5167654874
"2024-08-17 09:30:00",56.6445975383,124.7340269085
"2024-08-17 09:45:00",58.5613592073,124.8460812492
"2024-08-17 10:00:00",45.6977725659,125.9858985541
"2024-08-17 10:15:00",46.6928451365,126.2730131461
"2024-08-17 10:30:00",58.5976993206,125.1213998818
"2024-08-17 10:45:00",43.5666307586,124.2649547584
"2024-08-17 11:00:00",40.1951988071,124.861036802
"2024-08-17 11:15:00",58.9669659051,125.3472161335
"2024-08-17 11:30:00",47.7428587299,125.0350801478
"2024-08-17 11:45:00",34.6778433174,125.3382992571
"2024-08-17 12:00:00",59.1065464359,125.6769383985
"2024-08-17 12:15:00",51.8823022584,125.1506818051
"2024-08-17 12:30:00",25.1254677525,124.9811920409
"2024-08-17 12:45:00",58.9804163832,125.4321802368
"2024-08-17 13:00:00",55.8025678955,124.6080266829
"2024-08-17 13:15:00",32.2595026127,125.6378194588
"2024-08-17 13:30:00",56.1976740178,126.3394965135
"2024-08-17 13:45:00",57.2755586403,124.8894837224
"2024-08-17 14:00:00",32.8587715913,122.6945309211
"2024-08-17 14:15:00",54.5788385797,122.9857289478
"2024-08-17 14:30:00",57.9112527096,123.3254611519
"2024-08-17 14:45:00",54.5907572771,123.0681064796
"2024-08-17 15:00:00",47.1205380888,122.9185744084
"2024-08-17 15:15:00",57.585688818,123.1784500444
"2024-08-17 15:30:00",57.781316121,123.0386538291
"2024-08-17 15:45:00",58.3162881073,124.0623286209
"2024-08-17 16:00:00",58.1602095331,123.8115769299
"2024-08-17 16:15:00",57.7749686316,123.0006942342
"2024-08-17 16:30:00",57.9170586475,123.3529688503
"2024-08-17 16:45:00",50.3398542415,122.503174659
"2024-08-17 17:00:00",54.8856129178,122.066002828
"2024-08-17 17:15:00",57.0878802952,121.6787735676
"2024-08-17 17:30:00",56.9953947128,121.8407113917
"2024-08-17 17:45:00",49.5729003682,122.0587029039
"2024-08-17 18:00:00",47.2096237451,121.7130275854
"2024-08-17 18:15:00",47.8025019754,121.5444330883
"2024-08-17 18:30:00",41.0803026548,121.1258325415
"2024-08-17 18:45:00",56.5983542362,120.8237882019
"2024-08-17 19:00:00",54.3906379789,121.4213127451
"2024-08-17 19:15:00",26.5662687417,121.7539591242
"2024-08-17 19:30:00",54.677654647,122.3537761989
"2024-08-17 19:45:00",50.6374472854,122.0251337846
"2024-08-17 20:00:00",24.0526063317,122.3273431759
"2024-08-17 20:15:00",57.8026392565,123.1430998886
"2024-08-17 20:30:00",57.840150786,123.060658541
"2024-08-17 20:45:00",52.385596104,123.9366495161
"2024-08-17 21:00:00",42.8350089419,124.2115135445
"2024-08-17 21:15:00",58.1009968739,123.6786843312
"2024-08-17 21:30:00",58.1723590273,123.771788908
"2024-08-17 21:45:00",52.7980040184,125.1548953262
"2024-08-17 22:00:00",48.3425667681,126.4475723806
"2024-08-17 22:15:00",59.678605333,126.7837606062
"2024-08-17 22:30:00",59.8346512501,126.9952482692
"2024-08-17 22:45:00",58.9893499532,127.6622245162
"2024-08-17 23:00:00",58.5582587817,125.6246714203
"2024-08-17 23:15:00",58.6888734026,124.7360081918
"2024-08-17 23:30:00",58.3137103041,124.0366553307
"2024-08-17 23:45:00",58.0592354359,123.525361446
"2024-08-18 00:00:00",58.0016073825,123.37641802
"2024-08-18 00:15:00",58.0324471381,123.3948440433
"2024-08-18 00:30:00",58.0830409001,123.5136261528
"2024-08-18 00:45:00",58.1214288987,123.6111366609
"2024-08-18 01:00:00",58.2069419118,123.7559543891
"2024-08-18 01:15:00",58.0149094416,123.4054745635
"2024-08-18 01:30:00",56.2321827279,123.8414695591
"2024-08-18 01:45:00",51.3511205783,124.0166313813
"2024-08-18 02:00:00",57.529676073,124.2169627979
"2024-08-18 02:15:00",55.2214538537,124.1534380287
"2024-08-18 02:30:00",58.0173748541,124.1689012379
"2024-08-18 02:45:00",37.525883338,124.2440140404
"2024-08-18 03:00:00",46.4582920151,124.3844187636
"2024-08-18 03:15:00",57.6120519721,124.5468334342
"2024-08-18 03:30:00",31.7577279405,123.2421637583
"2024-08-18 03:45:00",48.5882288892,111.2352316345
"2024-08-18 04:00:00",47.0293171722,100.3802656004
"2024-08-18 04:15:00",30.7605323899,105.6510167935
"2024-08-18 04:30:00",58.5878825114,101.0789080648
"2024-08-18 04:45:00",20.8357706727,97.487068806
"2024-08-18 05:00:00",55.2883370087,98.6668698019
"2024-08-18 05:15:00",38.6663537605,95.2716119112
"2024-08-18 05:30:00",36.1723587616,95.1285793576
"2024-08-18 05:45:00",52.0795344947,92.350237393
"2024-08-18 06:00:00",21.0286025735,91.4776369636
"2024-08-18 06:15:00",56.0867478503,90.7856155881
"2024-08-18 06:30:00",17.1363833528,91.4300680039
"2024-08-18 06:45:00",58.7011393594,96.0538894949
"2024-08-18 07:00:00",15.620827985,96.6516175069
"2024-08-18 07:15:00",56.8280284287,95.5838884097
"2024-08-18 07:30:00",45.8976902386,100.8021853578
"2024-08-18 07:45:00",25.5013801511,109.0181588236
"2024-08-18 08:00:00",57.6279469758,107.4668743129
"2024-08-18 08:15:00",43.7816724338,112.2588260407
"2024-08-18 08:30:00",40.9444003216,117.4301774747
"2024-08-18 08:45:00",59.2515340998,123.5658194553
"2024-08-18 09:00:00",54.249726532,126.6607859211
"2024-08-18 09:15:00",56.1446904761,127.7088711114
"2024-08-18 09:30:00",60.1430675176,127.4994672651
"2024-08-18 09:45:00",60.0261197997,127.2331780595
"2024-08-18 10:00:00",60.0267567574,127.2717809586
"2024-08-18 10:15:00",59.908329991,126.9950162274
"2024-08-18 10:30:00",59.8114244765,126.8148647099
"2024-08-18 10:45:00",60.0286199187,127.231131382
"2024-08-18 11:00:00",60.2810808208,127.7407835222
"2024-08-18 11:15:00",59.8113791456,126.8329723342
"2024-08-18 11:30:00",59.534603479,126.3064456698
"2024-08-18 11:45:00",59.6555510018,126.5522017253
"2024-08-18 12:00:00",59.8869488148,127.0744483192
"2024-08-18 12:15:00",59.9469896875,127.1333444946
"2024-08-18 12:30:00",60.2641622679,127.8178732866
"2024-08-18 12:45:00",58.1461883454,123.652682392
"2024-08-18 13:00:00",58.4105185602,124.2197662867
"2024-08-18 13:15:00",58.6102532284,124.6440693498
"2024-08-18 13:30:00",58.4006940105,124.1832404411
"2024-08-18 13:45:00",58.7201848072,124.8263038249
"2024-08-18 14:00:00",58.5380509751,124.7591851353
"2024-08-18 14:15:00",51.8248400953,123.6180612206
"2024-08-18 14:30:00",51.0488557285,119.193700335
"2024-08-18 14:45:00",59.6112255097,113.9879932266
"2024-08-18 15:00:00",39.9445525157,111.5569009086
"2024-08-18 15:15:00",45.6077270722,111.2033699813
"2024-08-18 15:30:00",57.9580797538,112.6326096876
"2024-08-18 15:45:00",54.978403564,115.3432324378
"2024-08-18 16:00:00",31.5340721607,112.5762565837
"2024-08-18 16:15:00",55.5678195764,110.6670831441
"2024-08-18 16:30:00",38.1337625963,107.3674604583
"2024-08-18 16:45:00",35.8150644248,104.1380361629
"2024-08-18 17:00:00",56.497951005,102.8202052705
"2024-08-18 17:15:00",23.3941211257,105.0130168393
"2024-08-18 17:30:00",49.8147131055,106.853531199
"2024-08-18 17:45:00",56.9800313098,108.3146728237
"2024-08-18 18:00:00",26.5161733712,108.8592429368
"2024-08-18 18:15:00",50.2423281757,111.033637987
"2024-08-18 18:30:00",57.8702057,117.1182059833
"2024-08-18 18:45:00",57.7589157905,122.1683203975
"2024-08-18 19:00:00",57.6023732564,122.5405657011
"2024-08-18 19:15:00",57.7286102562,122.7992975802
"2024-08-18 19:30:00",57.6065211161,122.6167260866
"2024-08-18 19:45:00",57.7333017465,122.7887877879
"2024-08-18 20:00:00",57.9977593027,123.3180186795
"2024-08-18 20:15:00",58.1514726433,123.6574188119
